PMID,PMC_ID,Title,Citation_Count,Authors,Journal,Year,DOI,DOI_Link,PDF_Link,PubMed_URL
29967290,PMC6075036,SCAMP4 enhances the senescent cell secretome.,24,"Kim KM, Noh JH, Bodogai M",Genes & development,N/A,10.1101/gad.313270.118,https://doi.org/10.1101/gad.313270.118,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6075036/pdf/,https://pubmed.ncbi.nlm.nih.gov/29967290/
28795233,PMC6391076,Bicarbonate Transport During Enamel Maturation.,10,"Yin K, Paine ML",Calcified tissue international,2017,10.1007/s00223-017-0311-2,https://doi.org/10.1007/s00223-017-0311-2,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6391076/pdf/,https://pubmed.ncbi.nlm.nih.gov/28795233/
21205824,PMC3059028,Secretory carrier membrane protein 2 regulates exocytic insertion of NKCC2 into the cell membrane.,19,"Zaarour N, Defontaine N, Demaretz S",The Journal of biological chemistry,2011,10.1074/jbc.M110.166546,https://doi.org/10.1074/jbc.M110.166546,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3059028/pdf/,https://pubmed.ncbi.nlm.nih.gov/21205824/
24975939,PMC4114066,Adaptor protein complexes and intracellular transport.,106,"Park SY, Guo X",Bioscience reports,2014,10.1042/BSR20140069,https://doi.org/10.1042/BSR20140069,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4114066/pdf/,https://pubmed.ncbi.nlm.nih.gov/24975939/
31878985,PMC7045115,Transmembrane emp24 domain proteins in development and disease.,44,"Aber R, Chan W, Mugisha S",Genetics research,2019,10.1017/S0016672319000090,https://doi.org/10.1017/S0016672319000090,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7045115/pdf/,https://pubmed.ncbi.nlm.nih.gov/31878985/
11295240,N/A,"Expression of the SCAMP-4 gene, a new member of the secretory carrier membrane protein family, is repressed by progesterone in brain regions associated with female sexual behavior.",2,"Krebs CJ, Pfaff DW",Brain research. Molecular brain research,N/A,10.1016/s0169-328x(01)00043-2,https://doi.org/10.1016/s0169-328x(01)00043-2,N/A,https://pubmed.ncbi.nlm.nih.gov/11295240/
8360193,N/A,The glucose transporter GluT4 and secretory carrier membrane proteins (SCAMPs) colocalize in rat adipocytes and partially segregate during insulin stimulation.,33,"Laurie SM, Cain CC, Lienhard GE",The Journal of biological chemistry,N/A,N/A,N/A,N/A,https://pubmed.ncbi.nlm.nih.gov/8360193/
9603187,N/A,The cholinergic gene locus.,72,Eiden LE,Journal of neurochemistry,N/A,10.1046/j.1471-4159.1998.70062227.x,https://doi.org/10.1046/j.1471-4159.1998.70062227.x,N/A,https://pubmed.ncbi.nlm.nih.gov/9603187/
29596003,N/A,The Oxysterol-Binding Protein Cycle: Burning Off PI(4)P to Transport Cholesterol.,78,"Antonny B, Bigay J, Mesmin B",Annual review of biochemistry,2018,10.1146/annurev-biochem-061516-044924,https://doi.org/10.1146/annurev-biochem-061516-044924,N/A,https://pubmed.ncbi.nlm.nih.gov/29596003/
31338393,PMC6626879,Data on molecular characterization and gene expression analysis of secretory carrier-associated membrane protein 5 (SCAMP5) from the red sea bream (<i>Pagrus major</i>).,1,"Heo MJ, Kim A, Park CI",Data in brief,2019,10.1016/j.dib.2019.103901,https://doi.org/10.1016/j.dib.2019.103901,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6626879/pdf/,https://pubmed.ncbi.nlm.nih.gov/31338393/
19234194,N/A,"Human SCAMP5, a novel secretory carrier membrane protein, facilitates calcium-triggered cytokine secretion by interaction with SNARE machinery.",25,"Han C, Chen T, Yang M","Journal of immunology (Baltimore, Md. : 1950)",N/A,10.4049/jimmunol.0802002,https://doi.org/10.4049/jimmunol.0802002,N/A,https://pubmed.ncbi.nlm.nih.gov/19234194/
11893164,N/A,"Tetraspan vesicle membrane proteins: synthesis, subcellular localization, and functional properties.",30,"Hübner K, Windoffer R, Hutter H",International review of cytology,N/A,10.1016/s0074-7696(02)14004-6,https://doi.org/10.1016/s0074-7696(02)14004-6,N/A,https://pubmed.ncbi.nlm.nih.gov/11893164/
34551305,PMC8503845,Substrate ubiquitination retains misfolded membrane proteins in the endoplasmic reticulum for degradation.,9,"Sun Z, Guerriero CJ, Brodsky JL",Cell reports,N/A,10.1016/j.celrep.2021.109717,https://doi.org/10.1016/j.celrep.2021.109717,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8503845/pdf/,https://pubmed.ncbi.nlm.nih.gov/34551305/
10820264,N/A,Soluble NSF attachment protein receptors (SNAREs) in RBL-2H3 mast cells: functional role of syntaxin 4 in exocytosis and identification of a vesicle-associated membrane protein 8-containing secretory compartment.,75,"Paumet F, Le Mao J, Martin S","Journal of immunology (Baltimore, Md. : 1950)",N/A,10.4049/jimmunol.164.11.5850,https://doi.org/10.4049/jimmunol.164.11.5850,N/A,https://pubmed.ncbi.nlm.nih.gov/10820264/
12124380,N/A,Perturbation of a very late step of regulated exocytosis by a secretory carrier membrane protein (SCAMP2)-derived peptide.,29,"Guo Z, Liu L, Cafiso D",The Journal of biological chemistry,2002,10.1074/jbc.M202259200,https://doi.org/10.1074/jbc.M202259200,N/A,https://pubmed.ncbi.nlm.nih.gov/12124380/
12850257,N/A,Characterization of proteins localized to a subcellular compartment associated with an alternate secretory pathway of the malaria parasite.,7,"Cortes GT, Winograd E, Wiser MF",Molecular and biochemical parasitology,N/A,10.1016/s0166-6851(03)00097-5,https://doi.org/10.1016/s0166-6851(03)00097-5,N/A,https://pubmed.ncbi.nlm.nih.gov/12850257/
9658162,PMC25404,"Tyrosine phosphorylation of selected secretory carrier membrane proteins, SCAMP1 and SCAMP3, and association with the EGF receptor.",21,"Wu TT, Castle JD",Molecular biology of the cell,N/A,10.1091/mbc.9.7.1661,https://doi.org/10.1091/mbc.9.7.1661,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC25404/pdf/,https://pubmed.ncbi.nlm.nih.gov/9658162/
9546740,N/A,"Molecular cloning and characterization of P47, a novel boar sperm-associated zona pellucida-binding protein homologous to a family of mammalian secretory proteins.",18,"Ensslin M, Vogel T, Calvete JJ",Biology of reproduction,N/A,10.1095/biolreprod58.4.1057,https://doi.org/10.1095/biolreprod58.4.1057,N/A,https://pubmed.ncbi.nlm.nih.gov/9546740/
22193159,N/A,Bridging membrane and cytoskeleton dynamics in the secretory and endocytic pathways.,107,"Anitei M, Hoflack B",Nature cell biology,2011,10.1038/ncb2409,https://doi.org/10.1038/ncb2409,N/A,https://pubmed.ncbi.nlm.nih.gov/22193159/
1656451,PMC52555,Distinct pathways for basolateral targeting of membrane and secretory proteins in polarized epithelial cells.,29,"Boll W, Partin JS, Katz AI",Proceedings of the National Academy of Sciences of the United States of America,N/A,10.1073/pnas.88.19.8592,https://doi.org/10.1073/pnas.88.19.8592,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC52555/pdf/,https://pubmed.ncbi.nlm.nih.gov/1656451/
24076263,N/A,Exiting the ER: what we know and what we don't.,41,"Venditti R, Wilson C, De Matteis MA",Trends in cell biology,2013,10.1016/j.tcb.2013.08.005,https://doi.org/10.1016/j.tcb.2013.08.005,N/A,https://pubmed.ncbi.nlm.nih.gov/24076263/
21295544,N/A,Modulation of the dopamine transporter by interaction with Secretory Carrier Membrane Protein 2.,8,"Fjorback AW, Müller HK, Haase J",Biochemical and biophysical research communications,2011,10.1016/j.bbrc.2011.01.069,https://doi.org/10.1016/j.bbrc.2011.01.069,N/A,https://pubmed.ncbi.nlm.nih.gov/21295544/
10379359,PMC11146948,SNAREs and SNARE regulators in membrane fusion and exocytosis.,67,Gerst JE,Cellular and molecular life sciences : CMLS,N/A,10.1007/s000180050328,https://doi.org/10.1007/s000180050328,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11146948/pdf/,https://pubmed.ncbi.nlm.nih.gov/10379359/
24359957,N/A,Liposome-based assays to study membrane-associated protein networks.,3,"Niehage C, Stange C, Anitei M",Methods in enzymology,N/A,10.1016/B978-0-12-397926-1.00013-5,https://doi.org/10.1016/B978-0-12-397926-1.00013-5,N/A,https://pubmed.ncbi.nlm.nih.gov/24359957/
12442266,N/A,SLC26A3 mutations in congenital chloride diarrhea.,65,"Mäkelä S, Kere J, Holmberg C",Human mutation,N/A,10.1002/humu.10139,https://doi.org/10.1002/humu.10139,N/A,https://pubmed.ncbi.nlm.nih.gov/12442266/
1280281,N/A,Endometrial proteins: a reappraisal.,8,"Seppälä M, Julkunen M, Riittinen L","Human reproduction (Oxford, England)",N/A,10.1093/humrep/7.suppl_1.31,https://doi.org/10.1093/humrep/7.suppl_1.31,N/A,https://pubmed.ncbi.nlm.nih.gov/1280281/
16764792,N/A,Genetic issues in pediatric pancreatitis.,8,"Kandula L, Whitcomb DC, Lowe ME",Current gastroenterology reports,N/A,10.1007/s11894-006-0083-8,https://doi.org/10.1007/s11894-006-0083-8,N/A,https://pubmed.ncbi.nlm.nih.gov/16764792/
39639105,PMC11621693,Dynamic pre-structuration of lipid nanodomain-segregating remorin proteins.,0,"Xu Z, Schahl A, Jolivet MD",Communications biology,2024,10.1038/s42003-024-07330-y,https://doi.org/10.1038/s42003-024-07330-y,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11621693/pdf/,https://pubmed.ncbi.nlm.nih.gov/39639105/
33311447,PMC7733513,SEMG1/2 augment energy metabolism of tumor cells.,15,"Shuvalov O, Kizenko A, Petukhov A",Cell death & disease,2020,10.1038/s41419-020-03251-w,https://doi.org/10.1038/s41419-020-03251-w,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7733513/pdf/,https://pubmed.ncbi.nlm.nih.gov/33311447/
33053355,PMC8984682,4EHP and GIGYF1/2 Mediate Translation-Coupled Messenger RNA Decay.,37,"Weber R, Chung MY, Keskeny C",Cell reports,N/A,10.1016/j.celrep.2020.108262,https://doi.org/10.1016/j.celrep.2020.108262,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8984682/pdf/,https://pubmed.ncbi.nlm.nih.gov/33053355/
25287711,N/A,SLC30A8 mutations in type 2 diabetes.,57,"Rutter GA, Chimienti F",Diabetologia,2014,10.1007/s00125-014-3405-7,https://doi.org/10.1007/s00125-014-3405-7,N/A,https://pubmed.ncbi.nlm.nih.gov/25287711/
32734583,PMC7904734,ORP/Osh mediate cross-talk between ER-plasma membrane contact site components and plasma membrane SNAREs.,14,"Weber-Boyvat M, Trimbuch T, Shah S",Cellular and molecular life sciences : CMLS,2020,10.1007/s00018-020-03604-w,https://doi.org/10.1007/s00018-020-03604-w,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7904734/pdf/,https://pubmed.ncbi.nlm.nih.gov/32734583/
34426610,PMC8382833,SCAMP2/5 as diagnostic and prognostic markers for acute myeloid leukemia.,8,"Yue C, Xie S, Zhong J",Scientific reports,2021,10.1038/s41598-021-96440-2,https://doi.org/10.1038/s41598-021-96440-2,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8382833/pdf/,https://pubmed.ncbi.nlm.nih.gov/34426610/
19665047,N/A,Lectin-like ERAD players in ER and cytosol.,26,"Yoshida Y, Tanaka K",Biochimica et biophysica acta,2009,10.1016/j.bbagen.2009.07.029,https://doi.org/10.1016/j.bbagen.2009.07.029,N/A,https://pubmed.ncbi.nlm.nih.gov/19665047/
23954721,N/A,Antimicrobial responses of teleost phagocytes and innate immune evasion strategies of intracellular bacteria.,23,"Grayfer L, Hodgkinson JW, Belosevic M",Developmental and comparative immunology,2013,10.1016/j.dci.2013.08.003,https://doi.org/10.1016/j.dci.2013.08.003,N/A,https://pubmed.ncbi.nlm.nih.gov/23954721/
15154671,N/A,Localization of SNARE proteins and secretory organelle proteins in astrocytes in vitro and in situ.,42,"Wilhelm A, Volknandt W, Langer D",Neuroscience research,N/A,10.1016/j.neures.2003.11.002,https://doi.org/10.1016/j.neures.2003.11.002,N/A,https://pubmed.ncbi.nlm.nih.gov/15154671/
10851057,N/A,The role of STAT proteins in growth hormone signaling.,92,"Herrington J, Smit LS, Schwartz J",Oncogene,N/A,10.1038/sj.onc.1203526,https://doi.org/10.1038/sj.onc.1203526,N/A,https://pubmed.ncbi.nlm.nih.gov/10851057/
27519163,N/A,Quantitative proteome analysis reveals the correlation between endocytosis-associated proteins and hepatocellular carcinoma dedifferentiation.,13,"Naboulsi W, Bracht T, Megger DA",Biochimica et biophysica acta,2016,10.1016/j.bbapap.2016.08.005,https://doi.org/10.1016/j.bbapap.2016.08.005,N/A,https://pubmed.ncbi.nlm.nih.gov/27519163/
9212429,PMC168578,Use of the pre-pro part of Staphylococcus hyicus lipase as a carrier for secretion of Escherichia coli outer membrane protein A (OmpA) prevents proteolytic degradation of OmpA by cell-associated protease(s) in two different gram-positive bacteria.,11,"Meens J, Herbort M, Klein M",Applied and environmental microbiology,N/A,10.1128/aem.63.7.2814-2820.1997,https://doi.org/10.1128/aem.63.7.2814-2820.1997,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC168578/pdf/,https://pubmed.ncbi.nlm.nih.gov/9212429/
